antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({356, 260})",frozenset({1196}),0.15485996705107083,0.2685337726523888,0.10873146622734761,0.7021276595744681,2.614671713875473,0.06714633504229894,2.455636620381266
frozenset({364}),frozenset({356}),0.22405271828665568,0.40691927512355847,0.15650741350906094,0.6985294117647058,1.716628959276018,0.06533604379439216,1.9672921605657572
frozenset({6874}),frozenset({2959}),0.17462932454695224,0.27677100494233936,0.12191103789126853,0.6981132075471698,2.522349505840072,0.07357870424400663,2.3956960461285006
"frozenset({7153, 318})",frozenset({356}),0.14662273476112025,0.40691927512355847,0.10214168039538715,0.6966292134831461,1.7119592412318612,0.04247806344975832,1.9549697968149373
frozenset({1291}),frozenset({1198}),0.18451400329489293,0.25370675453047775,0.128500823723229,0.6964285714285714,2.745013914656772,0.08168837478185584,2.4583777497819552
frozenset({8961}),frozenset({7153}),0.16803953871499178,0.24052718286655683,0.11696869851729819,0.696078431372549,2.8939699167338166,0.0765506216599855,2.498910559600361
"frozenset({2571, 1198})",frozenset({260}),0.1515650741350906,0.31960461285008235,0.10543657331136738,0.6956521739130436,2.1766024204392656,0.05699567647082772,2.235584843492587
frozenset({2329}),frozenset({2959}),0.17298187808896212,0.27677100494233936,0.12026359143327842,0.6952380952380952,2.5119614512471657,0.07238722319778314,2.373095140032949
frozenset({7153}),frozenset({4993}),0.24052718286655683,0.24382207578253706,0.16639209225700163,0.6917808219178082,2.8372362088115515,0.10774625524835187,2.4533772652388794
"frozenset({356, 2959})",frozenset({2571}),0.15485996705107083,0.33278418451400327,0.1070840197693575,0.6914893617021277,2.0778912997682752,0.055549071920401476,2.1626995398511624
"frozenset({50, 318})",frozenset({296}),0.15485996705107083,0.38385502471169686,0.1070840197693575,0.6914893617021277,1.8014336590265732,0.047640243290116145,1.9971595750724311
"frozenset({480, 593})",frozenset({296}),0.15485996705107083,0.38385502471169686,0.1070840197693575,0.6914893617021277,1.8014336590265732,0.047640243290116145,1.9971595750724311
frozenset({5952}),frozenset({4993}),0.21252059308072488,0.24382207578253706,0.14662273476112025,0.689922480620155,2.8296144982191493,0.09480552260964203,2.4386738056013177
frozenset({5445}),frozenset({2571}),0.14827018121911037,0.33278418451400327,0.10214168039538715,0.688888888888889,2.0700770077007706,0.052799709050642026,2.144622264062133
frozenset({1213}),frozenset({296}),0.14827018121911037,0.38385502471169686,0.10214168039538715,0.688888888888889,1.7946590367191229,0.04522742631951777,1.980465991998118
"frozenset({296, 260})",frozenset({1196}),0.14827018121911037,0.2685337726523888,0.10214168039538715,0.688888888888889,2.565371506475801,0.062326129260766076,2.3511414450458936
"frozenset({296, 260})",frozenset({2571}),0.14827018121911037,0.33278418451400327,0.10214168039538715,0.688888888888889,2.0700770077007706,0.052799709050642026,2.144622264062133
"frozenset({5952, 7153})",frozenset({318}),0.15321252059308071,0.4200988467874794,0.10543657331136738,0.6881720430107527,1.6381193337550075,0.04107217009681123,1.8596830085780838
"frozenset({296, 2959})",frozenset({2571}),0.1630971993410214,0.33278418451400327,0.11202635914332784,0.686868686868687,2.0640064006400642,0.057750190664108206,2.1307859913907645
frozenset({1089}),frozenset({296}),0.16803953871499178,0.38385502471169686,0.11532125205930807,0.6862745098039215,1.787848186484894,0.050818430773322765,1.9639621087314656
"frozenset({7153, 2571})",frozenset({5952}),0.14662273476112025,0.21252059308072488,0.10049423393739704,0.6853932584269663,3.225067502830764,0.06933388338684594,2.5030595434219816
frozenset({1240}),frozenset({1196}),0.15650741350906094,0.2685337726523888,0.1070840197693575,0.6842105263157895,2.5479496286729093,0.06505649357170193,2.316309719934102
"frozenset({318, 110})",frozenset({356}),0.16639209225700163,0.40691927512355847,0.11367380560131796,0.6831683168316832,1.6788792239547843,0.04596565603380659,1.8719110378912691
"frozenset({7153, 4993})",frozenset({5952}),0.16639209225700163,0.21252059308072488,0.11367380560131796,0.6831683168316832,3.2145982040064474,0.07831205947091728,2.4854818780889625
frozenset({4993}),frozenset({7153}),0.24382207578253706,0.24052718286655683,0.16639209225700163,0.6824324324324323,2.837236208811551,0.10774625524835187,2.391531424164884
frozenset({3147}),frozenset({356}),0.14991762767710048,0.40691927512355847,0.10214168039538715,0.6813186813186813,1.6743337634025894,0.041137308012777894,1.8610464125433168
frozenset({1196}),frozenset({260}),0.2685337726523888,0.31960461285008235,0.1828665568369028,0.6809815950920245,2.130700145468345,0.09704192439116405,2.1327778481814725
"frozenset({2571, 1196})",frozenset({1210}),0.15980230642504117,0.2355848434925865,0.10873146622734761,0.6804123711340206,2.888183980967486,0.07108446487844994,2.391879683265133
"frozenset({1210, 1196})",frozenset({2571}),0.15980230642504117,0.33278418451400327,0.10873146622734761,0.6804123711340206,2.044605491476983,0.05555178600023342,2.087739809746506
frozenset({7361}),frozenset({2959}),0.16474464579901152,0.27677100494233936,0.11202635914332784,0.68,2.456904761904762,0.06642981796666568,2.26009060955519
frozenset({47}),frozenset({296}),0.22075782537067545,0.38385502471169686,0.14991762767710048,0.6791044776119403,1.7691691755813208,0.0651786271641394,1.9200796904333166
frozenset({1210}),frozenset({1196}),0.2355848434925865,0.2685337726523888,0.15980230642504117,0.6783216783216783,2.5260199922776607,0.09653981962225436,2.273905880667574
frozenset({50}),frozenset({296}),0.2471169686985173,0.38385502471169686,0.16639209225700163,0.6733333333333333,1.754134477825465,0.07153500213055267,1.8861580876172546
"frozenset({2571, 2959})",frozenset({296}),0.16639209225700163,0.38385502471169686,0.11202635914332784,0.6732673267326733,1.7539625207155911,0.04815591845818554,1.8857770455793523
"frozenset({2571, 356})",frozenset({296}),0.171334431630972,0.38385502471169686,0.11532125205930807,0.673076923076923,1.753466490590954,0.049553669571636774,1.8846787479406917
frozenset({6377}),frozenset({356}),0.1812191103789127,0.40691927512355847,0.12191103789126853,0.6727272727272727,1.6532204637467796,0.04816948885734525,1.8121911037891272
"frozenset({296, 47})",frozenset({318}),0.14991762767710048,0.4200988467874794,0.10049423393739704,0.6703296703296704,1.5956474897651372,0.03751401143713243,1.7590334980779796
"frozenset({593, 110})",frozenset({296}),0.14991762767710048,0.38385502471169686,0.10049423393739704,0.6703296703296704,1.7463094845069096,0.042947599260684664,1.8689730917078533
"frozenset({296, 589})",frozenset({593}),0.15815485996705106,0.3525535420098847,0.10543657331136738,0.6666666666666667,1.8909657320872275,0.04967851724390621,1.9423393739703465
frozenset({2329}),frozenset({2571}),0.17298187808896212,0.33278418451400327,0.11532125205930807,0.6666666666666666,2.0033003300330035,0.05775561882377208,2.00164744645799
frozenset({8961}),frozenset({6377}),0.16803953871499178,0.1812191103789127,0.11202635914332784,0.6666666666666666,3.6787878787878783,0.08157438342891418,2.4563426688632615
"frozenset({296, 593})",frozenset({318}),0.21087314662273476,0.4200988467874794,0.1400329489291598,0.6640625,1.5807291666666667,0.05144538321450187,1.7262173863070382
frozenset({377}),frozenset({356}),0.19604612850082373,0.40691927512355847,0.1301482701812191,0.6638655462184874,1.6314428605450277,0.05037332168088392,1.7644151565074135
"frozenset({318, 110})",frozenset({296}),0.16639209225700163,0.38385502471169686,0.11037891268533773,0.6633663366336634,1.7281689542344794,0.04650847200019542,1.8303130148270184
"frozenset({296, 50})",frozenset({356}),0.16639209225700163,0.40691927512355847,0.11037891268533773,0.6633663366336634,1.6302160580430514,0.04267076311782636,1.7617986238976648
frozenset({1240}),frozenset({2571}),0.15650741350906094,0.33278418451400327,0.10378912685337727,0.6631578947368422,1.9927566440854616,0.05170593487836852,1.9807969522240532
"frozenset({480, 589})",frozenset({296}),0.1515650741350906,0.38385502471169686,0.10049423393739704,0.6630434782608696,1.7273278596753128,0.04231521865984167,1.828559281500771
"frozenset({593, 356})",frozenset({296}),0.19439868204283361,0.38385502471169686,0.128500823723229,0.6610169491525423,1.7220484469338764,0.05387991282375579,1.8176276771004938
frozenset({6874}),frozenset({296}),0.17462932454695224,0.38385502471169686,0.11532125205930807,0.660377358490566,1.7203822171835776,0.048288908369950784,1.8142046494600035
frozenset({367}),frozenset({356}),0.1696869851729819,0.40691927512355847,0.11202635914332784,0.6601941747572815,1.6224205023387444,0.04297745413883604,1.7453518474935277
"frozenset({1196, 1198})",frozenset({1210}),0.15485996705107083,0.2355848434925865,0.10214168039538715,0.6595744680851064,2.7997321827109065,0.06565901929439352,2.2454695222405276
"frozenset({356, 110})",frozenset({318}),0.17298187808896212,0.4200988467874794,0.11367380560131796,0.6571428571428571,1.5642577030812326,0.04100431810101263,1.6913783635365187
"frozenset({5952, 7153})",frozenset({2571}),0.15321252059308071,0.33278418451400327,0.10049423393739704,0.6559139784946237,1.9709890343873102,0.049507530214493736,1.9390959637561784
frozenset({1265}),frozenset({260}),0.15321252059308071,0.31960461285008235,0.10049423393739704,0.6559139784946237,2.05226693271256,0.051526805609460206,1.9773990939044486
frozenset({165}),frozenset({356}),0.1812191103789127,0.40691927512355847,0.1186161449752883,0.6545454545454545,1.6085388295914613,0.04487459594136502,1.716812624642331
frozenset({2028}),frozenset({2571}),0.2471169686985173,0.33278418451400327,0.1614497528830313,0.6533333333333333,1.9632343234323433,0.07921313397512274,1.924661006209606
"frozenset({260, 1198})",frozenset({2571}),0.1614497528830313,0.33278418451400327,0.10543657331136738,0.653061224489796,1.9624166498282485,0.051708648958200466,1.9231514681655204
frozenset({1240}),frozenset({260}),0.15650741350906094,0.31960461285008235,0.10214168039538715,0.6526315789473685,2.041996744438416,0.05212118909265598,1.9587139933103692
